[0.024s] Invoking command in '/home/chris/ros_ws/build/nao_meshes': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --build /home/chris/ros_ws/build/nao_meshes -- -j20 -l20
[12.681s] Built target install_meshes
[12.710s] Invoked command in '/home/chris/ros_ws/build/nao_meshes' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --build /home/chris/ros_ws/build/nao_meshes -- -j20 -l20
[12.715s] Invoking command in '/home/chris/ros_ws/build/nao_meshes': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --install /home/chris/ros_ws/build/nao_meshes
[12.727s] -- Install configuration: ""
[12.751s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/meshes/V40/RShoulderPitch_0.10.stl
[12.752s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/meshes/V40/RShoulderRoll.dae
[12.752s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/meshes/V40/RShoulderRoll_0.10.stl
[12.752s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/meshes/V40/RThumb1.dae
[12.753s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/meshes/V40/RThumb1_0.10.stl
[12.753s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/meshes/V40/RThumb2.dae
[12.754s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/meshes/V40/RThumb2_0.10.stl
[12.754s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/meshes/V40/RWristYaw.dae
[12.754s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/meshes/V40/RWristYaw_0.10.stl
[12.754s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/meshes/V40/Torso.dae
[12.754s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/meshes/V40/Torso_0.10.stl
[12.754s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/texture/textureNAO.png
[12.754s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/ament_index/resource_index/package_run_dependencies/nao_meshes
[12.754s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/ament_index/resource_index/parent_prefix_path/nao_meshes
[12.754s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/environment/ament_prefix_path.sh
[12.754s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/environment/ament_prefix_path.dsv
[12.754s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/environment/path.sh
[12.754s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/environment/path.dsv
[12.754s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/local_setup.bash
[12.755s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/local_setup.sh
[12.755s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/local_setup.zsh
[12.755s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/local_setup.dsv
[12.755s] -- Symlinking: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/package.dsv
[12.769s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/ament_index/resource_index/packages/nao_meshes
[12.769s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/cmake/nao_meshesConfig.cmake
[12.770s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/cmake/nao_meshesConfig-version.cmake
[12.770s] -- Up-to-date symlink: /home/chris/ros_ws/install/nao_meshes/share/nao_meshes/package.xml
[12.774s] Invoked command in '/home/chris/ros_ws/build/nao_meshes' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --install /home/chris/ros_ws/build/nao_meshes
